gender,age,zip,category,amt
0,49,26339,10,56.3
1,89,12410,7,44.16
0,80,68932,2,72.81
1,84,11419,4,303.85
0,81,23666,11,322.54
0,44,23850,12,2.74
0,60,18917,0,144.72
0,27,37932,8,7.21
0,65,97441,2,77.19
0,36,48438,12,41.67
0,37,82901,0,86.23
1,27,70726,8,3.48
1,52,52576,9,1.71
0,37,75662,3,78.58
0,50,55128,4,170.66
1,61,48371,12,4.18
0,33,28654,10,160.88
1,51,57732,6,3.37
1,44,97132,10,14.73
1,75,53186,6,10.41
1,31,51632,4,30.73
0,39,85020,11,4.81
1,54,47869,2,16.32
0,28,72042,11,410.26
0,56,76857,10,14.78
1,46,59714,0,8.46
0,57,71232,12,974.6
1,64,5155,12,3.76
1,25,40077,10,8.14
0,30,13367,12,30.6
0,53,46143,0,15.46
1,39,91206,5,30.56
1,68,14425,4,66.71
1,47,14778,7,43.88
1,93,68641,9,6.42
1,46,59714,7,42.19
0,28,72042,7,104.68
1,44,97813,13,533.61
0,90,75661,7,37.23
1,45,54154,12,1.12
0,30,78584,9,26.25
1,58,50595,4,108.97
0,51,7980,2,64.39
1,23,12534,6,6.59
1,45,48850,0,183.4
1,42,45808,11,87.64
1,86,55001,1,18.13
1,30,54441,6,101.08
1,45,78248,0,7.6
1,52,52576,5,47.26
1,45,49621,9,9.89
0,34,35554,4,104.22
1,54,88325,13,8.13
1,54,96727,7,65.12
0,61,13316,9,1.94
1,25,78214,11,1.01
1,48,70056,11,1.54
0,71,68950,7,41.09
1,77,76566,9,6.13
0,34,37663,3,54.09
0,45,4555,13,3.67
0,50,83646,10,247.49
0,59,76834,11,921.48
1,89,12410,3,14.53
0,57,97403,7,133.76
1,46,31042,11,84.28
0,58,21658,5,57.92
0,37,29819,6,157.46
0,81,24070,4,320.49
0,45,72011,7,64.17
0,23,5461,9,4.99
0,65,50312,10,7.33
0,58,35901,4,75.47
1,63,39665,4,328.67
0,28,67851,6,45.53
1,59,33813,12,3.19
0,36,64874,10,6.04
0,50,55128,5,19.88
1,61,48371,11,911.04
0,38,44412,1,1.22
1,45,54154,6,110.08
0,51,7980,0,34.81
1,76,74875,11,3.04
1,58,18446,8,849.25
0,23,5461,2,49.98
1,37,11964,11,89.42
0,60,67556,9,6.41
0,60,38315,0,29.64
1,29,45801,4,279.94
0,57,2630,2,39.92
0,51,92637,12,1009.65
0,36,13361,0,14.07
0,46,63665,1,16.27
0,48,68638,4,110.74
1,68,3858,11,979.57
0,62,4680,5,42.85
1,66,49632,9,277.88
0,42,66018,12,1.39
0,23,31632,5,12.26
1,63,73719,11,3.05
0,37,36869,12,7.33
0,64,31092,7,80.64
0,45,46254,5,40.02
1,52,72354,4,149.25
0,27,27837,7,31.09
1,64,68961,8,868.23
1,34,32780,3,63.59
0,29,14816,12,2.91
1,25,4953,4,324.43
0,24,45150,0,74.97
0,16,66618,0,13.25
0,34,17060,11,3.5
1,32,16362,11,88.08
0,42,33510,7,44.72
0,92,63336,13,5.53
0,36,19149,11,5.86
0,36,39073,12,4.6
1,47,45051,12,139.48
1,20,55606,1,5.69
0,45,62856,4,98.94
0,39,69165,11,3.32
0,49,36749,2,57.71
1,52,31329,7,55.67
0,43,70774,8,32.79
1,37,21750,10,3.03
0,50,83646,9,67.77
0,48,61454,12,221.71
1,40,44412,6,43.4
1,32,35022,1,19.76
0,56,6441,4,74.76
0,35,82514,7,19.49
0,40,49101,5,160.4
1,27,13811,3,53.84
1,73,74074,6,49.73
0,43,70774,1,40.67
0,67,72047,4,324.16
1,93,27311,12,9.12
0,37,82901,12,35.25
0,45,4555,1,9.83
1,49,35747,9,17.21
0,23,67020,5,85.3
0,56,76857,7,8.43
0,22,46346,0,71.3
0,51,7980,7,21.8
1,77,56019,13,9.64
0,33,49259,6,58.65
0,38,79539,7,37.81
1,48,82711,13,488.36
0,71,64726,1,59.85
0,32,64019,6,122.31
1,35,71762,7,10.65
0,62,4680,2,75.46
0,33,28654,1,67.97
1,33,3601,8,916.46
1,40,57641,10,69.17
0,53,74130,9,4.34
1,47,45051,3,50.93
1,76,69201,2,9.18
0,50,55128,4,217.85
1,52,52576,1,10.79
1,40,7208,9,4.32
0,43,76626,8,2.26
0,73,58579,8,4.77
1,51,63533,10,10.42
0,24,51006,2,63.81
0,79,53153,11,98.52
1,26,46765,2,65.87
1,79,97033,1,13.78
0,85,97014,6,52.08
0,37,82901,12,109.46
0,67,94971,13,5.12
0,64,31092,11,987.09
1,47,94619,9,1.1
0,87,34953,12,817.89
0,59,76834,12,12.09
1,31,51632,9,71.94
0,92,63336,1,8.05
1,41,21790,2,12.71
0,55,92882,5,2.85
0,59,40209,5,99.98
0,61,33417,12,2.49
0,37,36869,10,6.06
1,48,35811,11,8.48
1,45,54154,8,151.39
0,37,73559,0,67.77
1,37,27258,6,15.0
0,33,52535,2,67.68
1,25,78214,11,1049.12
0,95,72513,0,1.21
1,23,79252,11,6.46
1,44,33956,5,16.21
1,65,61335,2,65.4
0,24,45150,4,293.52
1,61,1330,12,2.02
1,44,10604,10,63.35
0,43,99160,1,16.95
1,66,47434,9,102.51
0,36,98665,10,11.55
1,34,19456,13,426.07
0,40,26292,12,10.41
0,24,45150,10,129.9
0,33,27522,7,135.56
1,60,52572,4,368.08
0,43,70774,12,230.59
0,38,15484,9,3.33
1,30,54441,0,74.35
1,21,13752,7,24.69
0,53,46143,11,1049.13
1,49,48174,10,16.15
1,55,73134,6,94.58
0,38,15484,4,134.32
1,57,76366,4,121.73
0,63,43330,4,133.35
1,30,33844,0,58.78
0,49,26339,8,6.09
0,21,85086,7,20.9
0,42,66018,5,42.16
1,52,21913,4,339.86
1,66,47434,10,49.41
1,39,74047,0,479.62
0,45,46254,0,142.3
1,68,14425,2,64.59
0,55,25442,7,47.61
1,30,54441,6,75.89
1,49,12460,7,53.92
0,63,43330,8,7.92
0,92,97476,0,146.18
1,78,75210,6,30.0
0,50,91321,2,48.57
0,42,33811,12,3.89
1,23,79252,12,4.21
1,27,13811,6,43.39
0,35,33872,10,33.63
0,17,60958,11,100.1
1,44,36853,12,1.49
1,37,22213,3,44.14
1,51,48202,9,3.5
1,77,76566,6,18.73
0,63,43330,4,156.02
0,67,43070,10,95.4
1,51,57732,1,12.05
0,80,45342,9,8.03
0,57,71232,12,962.61
0,67,64630,4,142.04
0,30,13367,1,32.1
0,54,78113,1,187.63
0,36,21872,11,7.12
1,39,18246,1,64.52
0,51,92637,9,57.06
0,84,97375,7,2.49
1,39,37754,12,8.36
1,46,31042,9,25.0
0,92,95537,4,337.68
1,52,62360,12,3.5
0,67,17058,5,40.17
1,20,45638,3,11.67
1,58,67584,5,102.03
0,33,11955,7,29.72
0,70,70732,1,40.26
0,33,52535,13,17.64
1,23,79252,9,5.71
1,42,45698,0,74.35
1,42,7750,1,19.45
1,41,62571,1,62.21
0,44,56546,2,54.27
0,65,76678,11,3.22
1,55,99746,4,142.71
0,42,49854,10,57.93
1,48,93627,6,76.73
0,38,91702,6,25.75
0,61,61830,4,127.92
0,63,43330,0,34.66
0,46,29911,7,17.55
0,67,17058,5,2.69
1,79,24983,6,45.28
1,23,12534,4,75.3
0,53,58765,2,81.95
1,32,28611,6,92.79
1,26,90250,6,64.33
0,54,29817,1,102.51
0,48,16329,4,101.07
0,48,29939,10,23.4
0,21,88355,4,116.82
1,52,52576,12,8.83
0,50,10962,1,53.95
1,52,33404,2,7.24
1,37,22213,2,62.65
0,33,85173,11,19.88
0,48,50664,11,971.12
0,38,14037,7,23.72
1,41,48088,7,16.08
0,67,64630,0,1.6
1,55,96135,2,61.86
1,60,62888,10,25.77
0,50,73564,6,23.14
1,42,35776,7,61.54
1,83,47838,4,299.55
1,92,27358,3,7.8
1,31,15480,9,34.17
1,34,33040,6,37.82
0,23,16114,0,72.74
1,23,12534,5,17.37
0,37,82901,12,46.86
0,45,4555,9,4.55
1,39,17088,10,79.84
0,75,15449,4,126.6
0,17,60958,8,156.81
0,31,58569,10,99.1
0,49,59448,11,4.04
1,59,54654,0,27.83
0,74,39840,8,788.2
1,72,13425,1,31.83
1,27,82501,5,16.56
0,46,75218,11,12.17
0,90,75661,11,5.77
0,70,63565,6,94.27
1,76,74875,8,8.0
1,82,11763,8,810.59
1,34,33040,2,66.74
0,75,76631,12,336.06
1,52,37849,7,92.57
0,22,46346,9,76.63
0,44,23850,8,3.94
1,49,48174,4,42.66
1,33,56672,4,90.84
0,55,92882,4,309.75
0,28,72042,12,77.26
1,25,40077,5,29.57
0,54,31305,5,67.4
1,77,76566,8,373.28
0,92,97476,13,3.1
1,49,12460,4,102.97
0,86,68881,5,3.69
0,32,44233,9,1.49
0,86,7711,11,1.11
0,60,38315,4,81.64
1,77,56019,6,149.13
1,25,4953,12,7.77
1,41,35229,1,17.99
0,36,62926,12,813.46
1,62,35803,4,306.8
1,40,57641,9,30.47
0,33,6024,5,181.53
0,86,23860,11,862.0
0,36,77007,7,103.68
0,59,76834,1,48.47
0,63,43330,10,9.13
1,46,42049,4,93.46
0,21,56668,8,178.07
0,56,76857,1,47.12
1,65,61335,11,4.14
0,45,46254,11,194.09
1,25,77038,4,266.92
0,49,74536,2,47.09
0,86,85253,12,5.7
0,57,2630,2,49.48
1,46,64659,1,60.85
1,53,68403,11,1094.93
0,54,78113,7,14.52
0,48,92585,5,66.24
1,48,61477,8,642.16
0,55,17929,2,50.66
0,85,97014,7,31.31
0,69,70003,4,64.2
1,52,31329,9,49.21
1,51,24927,10,49.17
0,45,20687,2,67.69
1,45,20895,4,283.17
0,48,29939,4,82.9
1,67,43760,11,1170.79
1,75,16421,7,82.99
0,26,97377,7,7.65
0,67,72047,4,329.28
1,83,47838,2,65.05
0,49,22810,8,258.74
0,40,82227,4,107.29
1,27,82501,11,1014.68
0,48,29939,2,87.3
0,40,25526,1,107.07
1,39,74047,11,1013.22
1,66,49632,4,320.88
0,58,35901,7,117.65
0,49,17041,9,1.49
0,31,13755,11,83.87
1,25,40077,3,17.15
0,48,15920,11,8.04
1,37,22213,13,5.58
0,39,69165,6,39.05
0,62,4680,4,108.94
0,50,55128,2,67.53
1,75,28423,10,7.89
0,71,68950,0,13.9
0,59,61560,2,32.47
1,34,32780,2,80.34
1,24,89512,3,55.35
0,67,97753,8,1.46
1,41,57756,9,41.67
0,95,31563,10,90.55
1,26,46765,2,60.91
0,53,58765,6,67.72
0,61,63131,3,104.71
0,50,3816,7,18.93
1,42,34112,2,73.96
0,58,35901,11,5.88
0,50,76665,4,218.87
1,75,28423,5,71.58
1,67,43760,3,77.7
0,69,40202,1,48.84
1,35,24433,5,79.08
0,61,39769,9,6.56
0,32,29320,2,47.26
0,46,5733,10,23.99
0,79,82190,11,4.55
0,44,72476,11,60.39
0,63,36009,7,60.83
0,55,56592,10,109.12
0,31,13755,0,112.81
1,59,54654,11,919.05
0,62,90014,10,65.34
1,33,3601,9,30.52
0,21,88355,4,58.48
0,32,29320,11,7.18
0,73,32442,11,6.77
0,37,29819,6,72.81
1,43,53061,7,181.16
0,48,95453,10,40.07
1,51,77971,7,17.54
1,22,99033,5,107.68
0,50,91321,6,26.53
1,47,90650,2,68.9
0,61,63131,6,12.52
1,61,46366,4,56.16
0,61,63131,6,8.32
1,47,50073,6,68.85
0,34,37663,8,35.96
0,23,31632,11,8.1
0,37,73559,2,43.39
1,47,29436,4,286.56
0,36,64874,8,22.34
0,17,43136,4,297.42
1,56,8323,10,48.69
1,27,78631,5,74.91
0,55,17929,3,56.69
1,56,8323,2,66.29
1,39,17088,11,113.82
0,35,33872,1,42.57
1,35,67232,8,785.08
0,22,46346,4,289.46
1,33,81005,10,131.12
1,24,4287,8,812.69
0,71,64726,5,6.95
0,45,4555,7,20.58
0,86,68881,2,64.48
1,79,97033,10,194.74
0,75,76631,12,46.32
0,72,56549,11,1068.08
0,32,64019,1,26.29
0,24,41812,2,11.19
0,49,57036,4,359.01
0,42,66018,5,77.01
0,61,39769,12,32.58
0,94,1612,8,704.16
1,55,44223,8,164.98
0,72,56549,2,69.74
0,48,92585,4,191.77
0,34,17060,4,113.53
1,75,28423,9,1.57
0,71,39897,0,38.61
1,27,5654,1,59.28
0,51,92637,7,26.36
1,68,76443,9,2.36
1,34,19456,12,139.08
1,27,70726,9,8.41
1,27,78631,1,63.78
1,65,61335,2,56.19
0,75,25106,11,1060.31
0,75,25106,5,19.65
0,85,20882,0,93.46
0,72,56549,0,65.17
0,75,15449,12,8.94
1,63,39665,0,12.16
0,32,64019,7,22.68
0,36,64874,1,6.91
0,66,79548,0,47.45
0,49,64686,8,758.05
0,58,14537,5,31.05
0,23,16114,10,9.78
1,53,68403,0,116.02
1,37,38922,4,58.26
0,31,52760,11,9.76
0,47,7060,4,203.75
1,59,14711,8,1.23
0,33,11955,10,20.09
1,42,34112,8,170.42
0,38,79539,13,10.89
1,26,90250,1,20.17
0,59,87543,7,28.08
1,23,35131,8,6.68
0,28,84003,11,1.59
0,60,90403,9,6.36
1,60,52572,5,30.05
1,51,95688,9,8.57
0,68,12910,10,189.42
0,29,14816,4,98.92
0,37,36869,12,9.74
1,46,48034,0,120.28
1,55,71960,12,31.2
1,59,54654,12,813.59
0,28,64058,2,97.8
0,43,99160,9,8.99
0,49,57036,7,9.04
1,49,70531,12,122.49
0,90,67216,4,103.14
0,51,79759,2,67.71
0,33,11955,3,49.53
0,87,27249,9,12.03
1,77,76566,6,48.12
0,32,29324,8,7.77
0,57,31547,11,1.84
1,30,10463,13,3.9
0,50,11710,10,38.28
1,48,70056,9,2.09
0,44,12986,5,26.43
1,41,79063,10,20.12
0,78,99113,2,65.67
1,23,15686,1,29.44
0,85,97014,9,591.29
1,42,39113,6,81.52
0,36,19149,0,75.37
0,34,15486,4,66.78
0,65,58651,1,6.82
1,40,56321,4,261.49
1,42,95827,7,13.86
1,55,73134,12,12.9
0,29,60432,7,87.99
0,27,29127,5,107.21
0,70,15432,10,27.33
0,54,96103,11,8.5
1,51,44857,4,126.91
1,34,55046,5,161.85
1,59,33813,11,3.93
1,59,65354,8,650.5
1,28,28314,11,8.19
0,34,84540,2,68.15
1,27,70726,6,18.08
0,67,36532,4,286.7
0,55,72959,1,42.91
0,50,41056,1,43.54
0,46,63665,5,94.51
0,28,74720,5,10.05
1,52,72354,11,977.16
0,28,72042,7,19.82
0,44,23850,2,52.15
0,34,37663,10,185.07
0,62,25049,0,9.44
0,36,77007,12,2.48
0,53,74130,11,5.37
0,78,99113,0,23.27
1,58,31561,9,235.86
1,21,77566,5,59.89
1,74,48206,12,6.03
1,47,17850,4,80.84
1,32,33710,10,15.64
1,65,28372,11,1004.14
0,56,76857,9,20.78
0,33,52535,2,25.15
0,51,57426,1,65.39
1,46,42049,7,40.14
0,33,85173,9,132.74
1,61,1330,12,2.2
0,33,45307,10,39.0
1,62,94569,1,1.75
0,71,75858,0,34.25
0,86,7711,0,557.02
0,46,63665,10,89.61
0,31,11796,10,250.81
1,83,80019,4,315.96
0,82,43160,7,116.26
0,67,43070,12,4.92
0,58,46510,11,963.17
0,36,39073,12,147.01
1,41,65680,4,115.24
0,27,27837,12,2079.2
1,30,67529,0,70.16
1,34,24340,0,11.58
0,36,98665,3,60.48
0,72,77358,2,73.73
1,64,71277,4,109.63
0,36,19149,11,3.02
1,54,29105,2,92.68
1,43,12455,9,48.4
1,37,22213,4,86.37
1,24,89512,11,6.69
1,37,33981,11,1173.4
0,53,74130,9,6.29
0,31,58569,7,24.69
1,43,80436,6,83.1
1,55,35764,7,140.05
1,42,34112,5,97.04
0,34,66941,10,3.69
0,67,64630,9,4.2
1,76,74875,11,18.07
1,37,40914,7,52.17
0,53,74130,11,976.94
0,24,95148,8,819.53
0,24,45150,1,1.48
0,61,41810,3,24.46
0,49,12037,5,19.36
0,55,72959,2,73.03
0,40,18433,6,84.09
0,28,72042,13,2.99
1,74,22824,4,311.71
1,59,62424,10,162.58
1,51,24927,9,1.76
1,43,59014,11,83.77
1,79,48636,9,4.84
0,48,61454,10,2.98
0,26,15377,7,143.45
1,49,48174,2,66.24
0,34,38778,4,366.79
1,79,56729,7,31.68
1,54,88325,10,58.01
1,27,82501,2,64.46
1,59,33813,12,834.22
0,24,29438,9,63.24
1,37,76008,11,1258.38
0,49,57036,10,21.21
1,49,12460,9,24.71
0,64,31092,4,294.37
0,29,24970,7,22.66
1,40,7208,12,4.7
1,20,63021,0,72.42
0,33,32725,1,50.84
1,36,1843,13,7.19
1,27,49775,7,48.44
1,21,72165,7,45.24
0,38,22046,2,54.89
0,21,15010,0,84.33
0,49,36749,12,1069.04
1,57,50421,10,23.68
1,34,33040,10,7.63
0,29,80951,4,200.84
1,47,90650,0,2.41
1,67,28117,8,1013.12
0,42,33811,12,50.41
1,29,22311,2,12.53
0,65,58651,10,43.12
1,43,37132,2,62.62
0,50,51521,4,350.48
1,35,75980,1,4.25
1,47,68869,4,107.41
1,59,16878,7,31.25
1,35,30803,9,31.95
1,47,68869,9,37.68
1,30,5486,12,159.35
1,59,16239,0,192.74
1,88,36775,5,21.74
0,59,43767,5,5.29
1,35,71762,13,5.46
0,55,56592,2,50.57
1,51,57732,12,768.58
1,36,63010,2,57.21
0,22,23106,6,2.56
1,44,35049,8,7.74
1,39,37754,9,351.25
0,53,14586,7,23.52
0,36,77007,7,88.66
0,43,76626,12,6.03
1,45,78248,10,2.78
0,23,31632,10,14.68
0,33,85173,5,55.67
0,32,29320,12,3.13
1,62,96037,4,103.41
0,36,48438,11,9.87
1,49,48174,9,80.47
1,26,46765,1,28.64
1,59,84735,4,134.74
1,49,45331,6,50.37
0,60,38315,0,24.06
0,44,75452,5,87.97
0,32,64019,8,2.41
1,80,63353,13,3.15
1,59,84735,4,118.11
0,16,66618,12,9.53
1,56,21865,11,1.12
0,50,55128,6,1.42
1,54,49613,5,68.89
0,24,45150,9,72.97
0,44,72529,6,255.88
1,28,28314,1,6.26
1,93,68641,7,9.93
1,45,54154,6,6.51
1,83,47838,11,54.42
1,30,24236,10,50.43
0,69,73754,2,57.48
1,53,53926,13,7.85
1,34,33040,2,70.15
0,37,82901,7,132.81
1,24,17051,7,42.77
0,50,3816,2,58.45
1,44,21208,11,1159.35
1,54,59632,11,980.38
0,49,49895,8,3.66
1,45,15557,12,864.7
0,63,13615,13,1.05
0,37,75662,12,11.69
0,49,22810,2,46.4
0,28,72042,10,6.51
1,59,16239,10,14.92
1,73,74074,4,293.18
1,43,53061,4,64.95
0,35,73669,12,9.58
0,79,53153,7,60.16
0,62,90014,1,86.46
0,69,70003,13,5.45
0,48,68638,6,37.97
0,23,30009,3,38.25
0,53,33909,4,95.9
0,60,29032,8,900.8
1,82,11763,4,315.38
0,37,82901,0,144.67
1,26,15923,12,137.68
1,54,7022,1,43.44
0,49,36749,4,82.06
0,44,26041,5,36.46
1,67,28117,5,14.17
0,28,67851,8,75.06
0,48,95453,0,53.01
1,31,89704,11,1077.27
0,53,62673,2,72.81
1,56,21865,10,45.45
0,40,49101,6,97.75
0,30,13647,8,6.87
0,40,10039,3,53.01
1,33,92101,11,1037.0
1,44,97132,4,22.27
1,64,52768,12,7.0
1,61,46366,7,95.71
0,45,62856,4,124.51
0,30,78584,7,87.02
0,35,82514,8,6.71
0,62,25049,11,982.8
0,30,96776,0,55.56
1,45,78248,12,1.28
0,28,74720,5,20.67
1,59,14711,7,16.78
1,44,16034,7,45.91
0,66,57340,0,29.44
1,23,12534,12,9.67
1,24,89512,12,6.65
0,59,76951,8,58.04
0,70,34120,7,120.13
0,59,27807,12,1.89
0,44,75452,12,5.22
1,16,43321,9,63.13
0,29,80951,5,21.55
0,33,82072,7,84.54
0,86,7711,1,45.14
0,33,11955,9,7.09
0,71,75858,0,5.4
1,43,53061,0,71.47
1,47,15217,1,11.87
0,32,29320,11,1.28
0,36,71854,12,4.17
0,44,70808,3,74.09
0,48,92585,1,50.63
1,23,15686,12,216.55
0,70,63565,2,63.2
0,75,64080,4,310.1
0,25,55080,11,923.03
0,46,75218,5,31.23
1,52,21913,7,144.85
0,50,73564,12,4.4
0,59,76834,6,96.89
0,45,20687,12,8.92
0,36,94558,10,23.07
1,62,35803,1,58.93
0,22,52563,10,16.55
1,33,81005,4,37.19
0,37,75703,1,52.86
0,46,80120,4,231.95
0,43,70774,12,2.64
1,27,82501,4,54.04
1,41,35229,2,49.93
1,43,12455,8,744.57
0,61,47987,12,2.78
0,66,47110,4,136.23
0,55,75934,0,85.6
1,42,15727,4,302.07
0,28,72042,12,1.1
0,27,27837,6,241.99
0,49,49895,13,2.05
0,47,82063,6,68.19
0,48,29939,6,14.33
1,73,74074,7,94.2
1,35,54559,4,291.74
1,28,7005,7,15.61
0,58,62023,10,1.12
0,86,68881,2,101.03
0,42,45622,1,4.76
0,50,41056,12,9.3
0,22,46346,7,44.77
1,45,20895,6,3.04
1,24,89512,2,65.27
1,41,65680,11,95.53
1,39,62970,8,93.18
1,35,30803,5,72.39
1,55,73134,7,111.38
0,46,29911,2,69.83
0,28,84003,12,6.64
0,49,49895,5,70.47
1,65,16037,8,717.09
0,60,39653,4,67.82
1,27,70726,8,48.26
0,45,62856,1,26.94
0,54,78113,5,61.89
0,42,66018,4,349.44
0,21,56668,6,14.98
0,62,14510,10,25.98
1,54,96727,10,152.39
0,39,85020,6,56.53
1,27,5654,9,38.07
0,28,72042,11,4.59
1,55,35764,13,1.82
0,48,61454,11,2.22
0,69,73754,12,1.11
1,48,35811,1,9.15
1,36,63010,7,147.65
0,53,97383,12,5.93
0,31,84002,4,120.37
0,30,62661,10,18.55
0,42,45622,5,59.19
0,63,36009,10,49.91
1,34,95629,12,128.76
1,46,64659,4,102.05
1,60,52572,4,140.23
0,28,72042,12,3.64
0,86,23860,5,43.25
0,24,29438,8,68.03
1,30,10463,9,1.93
0,63,36009,13,9.99
0,38,77026,2,63.51
0,27,24986,6,64.03
1,48,16314,11,8.2
1,37,40914,12,867.09
0,74,39840,8,1.45
0,58,72341,13,4.96
0,51,79759,4,352.67
0,50,76665,6,45.59
1,23,79252,11,6.52
1,56,21865,11,35.29
1,38,58769,4,275.05
1,77,56019,2,55.64
1,26,48706,4,316.36
0,58,16034,10,168.41
1,57,7764,4,337.88
1,55,12466,1,7.41
1,84,12575,2,63.12
0,24,95148,11,8.08
1,35,60091,12,2.51
1,30,8350,7,59.21
1,31,47470,4,90.87
1,32,33710,7,56.27
0,66,95148,4,307.5
1,30,58015,9,7.1
0,37,36869,3,108.45
0,36,71854,10,20.62
0,58,72341,10,37.96
0,28,67851,2,64.54
1,35,15056,7,43.48
0,55,39157,0,22.17
1,53,56029,4,327.57
0,48,68638,0,100.08
1,63,39665,5,20.7
0,37,28659,8,106.67
0,37,28659,7,6.55
1,39,62970,4,96.32
0,51,79759,2,58.19
1,89,12410,4,122.77
0,49,74536,11,5.29
0,28,43102,10,72.86
1,48,16314,7,130.81
0,32,64019,7,62.38
0,21,85086,8,5.38
1,68,14425,4,97.26
1,41,79063,12,860.18
0,24,21657,11,1312.98
0,72,15829,2,55.89
1,57,14479,8,53.11
0,50,74131,9,186.11
0,44,26041,10,150.4
1,50,14733,1,86.31
1,22,99033,0,103.75
0,47,37040,11,9.77
0,36,23937,2,68.51
0,37,98027,12,6.72
1,84,12575,6,24.84
1,45,54154,2,60.53
1,24,17051,0,300.44
1,22,38761,2,40.82
0,36,19149,10,59.81
1,83,72524,6,49.42
0,50,11710,12,3.6
1,49,87533,6,18.67
1,47,90650,6,85.52
0,50,73564,12,3.84
0,95,31563,11,6.81
1,45,34668,12,6.65
1,36,1843,9,4.39
1,54,49613,11,5.84
1,35,24433,4,92.08
0,65,58651,5,30.5
0,58,46510,8,810.44
0,29,94015,5,6.66
0,33,82072,6,128.06
0,22,52563,11,1.44
1,40,82936,4,96.03
0,42,33811,7,65.29
0,46,80120,12,24.58
0,42,49854,5,46.82
1,24,17051,1,10.25
1,36,53924,6,95.27
0,48,92585,4,185.86
0,42,33510,11,204.17
1,41,21790,6,84.33
0,44,70808,12,26.42
1,27,13811,9,7.94
0,85,97014,12,5.61
1,59,14711,11,8.18
0,36,21872,1,2.64
0,34,38778,4,336.73
0,58,45896,8,790.45
1,35,67232,2,60.8
1,27,82501,5,44.11
1,43,12455,13,566.21
0,47,28073,10,156.5
0,25,77327,8,6.62
0,28,72042,12,28.28
1,74,22824,6,79.64
0,61,92128,0,14.93
0,85,97014,12,154.53
1,54,48221,4,316.18
0,36,19007,6,81.42
1,46,31042,0,83.26
1,62,75238,7,56.16
1,93,27311,9,8.83
0,37,75662,7,17.14
0,32,65072,3,44.26
1,74,48206,0,5.58
1,47,94619,4,72.13
0,49,64686,1,1.29
0,92,36507,7,227.83
0,36,19149,6,32.02
0,88,20776,7,24.08
1,23,79252,6,42.26
0,44,72529,12,4.65
0,36,39073,7,45.46
0,36,77007,7,243.15
1,28,28314,4,297.74
0,48,6782,3,48.25
0,61,39769,8,1.11
0,57,71232,11,4.64
1,74,22824,11,3.57
0,95,72513,13,5.62
0,37,75703,8,109.96
1,42,45808,0,73.86
1,30,10463,2,50.79
0,42,33811,2,56.27
1,49,45331,11,981.96
1,45,54154,2,64.07
0,72,15829,4,306.04
1,38,48214,5,8.96
0,71,68950,8,749.36
0,48,95453,10,14.61
1,40,57641,0,68.47
1,54,29105,8,847.15
1,34,33040,7,64.86
0,71,39897,8,3.15
1,87,39562,12,1002.39
0,33,64114,7,49.23
1,40,7208,2,13.57
0,38,77412,6,24.48
1,28,7747,9,7.05
0,71,68950,6,51.01
1,43,53061,11,1000.47
0,44,70808,12,11.49
1,48,61477,4,112.97
0,35,32784,10,10.25
1,18,62668,5,17.33
0,63,13615,7,45.78
1,58,56068,7,89.59
1,42,35776,1,35.61
1,20,63021,11,6.95
0,29,80951,0,435.18
1,35,24433,11,91.24
0,27,24986,7,75.73
1,45,78248,11,1061.9
1,76,19017,9,5.59
1,36,60072,11,75.89
1,48,16314,4,328.68
1,66,92210,10,22.71
0,64,63966,8,729.44
0,50,11710,12,3.5
1,93,68641,11,8.7
1,49,48174,12,7.45
0,60,29032,1,33.8
1,22,38761,2,48.11
1,21,72165,2,70.61
1,39,37754,10,3.72
0,59,76834,1,103.87
1,54,29105,12,1.19
1,61,1330,2,54.78
0,35,73669,9,9.85
0,92,36507,6,81.97
1,31,47470,9,41.55
1,93,27311,9,9.1
1,55,71960,1,86.68
1,47,14778,4,99.87
1,24,89512,2,82.95
1,35,24433,5,73.29
0,62,4680,7,27.68
1,74,22824,0,4.92
1,59,43903,9,3.06
1,45,34668,6,8.3
1,64,5155,3,51.8
0,21,56668,8,788.28
1,45,48850,1,18.97
0,50,83646,3,55.9
0,16,66618,0,46.53
0,26,58275,12,1.42
1,57,10504,4,269.34
0,24,95148,2,95.59
0,58,16034,0,76.92
0,64,37307,11,1026.09
0,28,71291,11,122.99
0,57,71232,7,33.38
0,93,19310,6,4.15
1,33,87035,6,22.94
0,39,69165,4,128.68
0,37,82901,1,23.59
0,46,63665,7,9.23
0,48,50664,2,58.08
1,47,15217,1,3.36
1,48,70056,5,65.47
0,37,98027,5,15.92
1,64,48088,3,52.31
1,84,11419,4,300.08
0,54,40170,1,23.51
1,58,67584,11,949.79
0,92,29170,1,25.88
0,49,36749,12,3.69
1,93,68641,3,14.31
1,48,16858,2,86.75
1,27,13811,3,91.34
0,59,27807,5,38.97
0,79,82190,1,4.52
0,45,72011,11,10.23
0,42,87117,7,1.37
0,30,12419,10,26.51
1,22,99033,9,188.96
0,40,10039,12,776.69
0,38,77412,4,94.19
1,40,1844,1,68.61
0,36,39073,10,8.08
1,79,97033,5,81.63
1,37,27258,2,80.55
1,30,58015,6,68.5
0,58,35901,4,72.32
0,37,75703,10,15.95
0,70,95528,9,2.7
1,48,35811,11,8.93
1,80,74633,9,9.95
0,21,15010,2,58.81
0,54,40820,12,345.13
